ProfileID,ModelCondition,ModelID,Datatype,WESKit,Product,Stranded,Source,SharedToDbgap
PR-JBfN0P,MC-001388-in95,ACH-001388,rna,,,True,BROAD,True
PR-jbhvzo,MC-000919-5mwC,ACH-000919,wes,AGILENT,,,SANGER,
PR-jbp3GW,MC-001802-IUUl,ACH-001802,wes,ICE,,,BROAD,
PR-JbRkUE,MC-000862-zZCN,ACH-000862,rna,,,False,BROAD,
PR-JBx1jl,MC-000508-AwIO,ACH-000508,wes,AGILENT,,,SANGER,
PR-JbzjQE,MC-000340-lsm9,ACH-000340,wes,AGILENT,,,BROAD,
PR-jC0ol4,MC-000868-jz2P,ACH-000868,rna,,,False,BROAD,
PR-jCSmGb,MC-000968-jPeQ,ACH-000968,wes,AGILENT,,,SANGER,
PR-jcuIuZ,MC-000303-fcRP,ACH-000303,wes,AGILENT,,,SANGER,
PR-JcyBfH,MC-000774-GTYc,ACH-000774,rna,,,False,BROAD,
PR-jd06v8,MC-002160-veZF,ACH-002160,wes,AGILENT,,,SANGER,
PR-jd9GX1,MC-000044-Ar1B,ACH-000044,wgs,,,,BROAD,
PR-jdCmbg,MC-001053-r8ll,ACH-001053,wgs,,NOVA_SEQ_6000,,BROAD,
PR-JDgmtA,MC-001210-DeSa,ACH-001210,rna,,,False,BROAD,
PR-JDHoPU,MC-000846-2o0D,ACH-000846,rna,,,False,BROAD,
PR-JDjdzO,MC-003459-G8Q7,ACH-003459,rna,,NOVA_SEQ_6000,True,BROAD,
PR-jdOrba,MC-000147-Uovr,ACH-000147,wgs,,,,BROAD,
PR-jDSHjO,MC-003106-p5ta,ACH-003106,rna,,NOVA_SEQ_6000,True,BROAD,
PR-je4eBZ,MC-001377-bNuk,ACH-001377,rna,,,True,BROAD,True
PR-jE4SjM,MC-000685-W4mj,ACH-000685,rna,,,False,BROAD,
PR-Jeddgl,MC-000187-uKDb,ACH-000187,wes,AGILENT,,,BROAD,
PR-JeDpvG,MC-001498-e54Y,ACH-001498,rna,,,True,BROAD,True
PR-JehSOL,MC-002533-pOlV,ACH-002533,rna,,,True,BROAD,
PR-jEIiBu,MC-001704-Jowg,ACH-001704,wes,AGILENT,,,SANGER,
PR-JelpSO,MC-000708-mRY8,ACH-000708,wes,AGILENT,,,SANGER,
PR-JEv1oA,MC-001106-BKoT,ACH-001106,wgs,,NOVA_SEQ_6000,,BROAD,
PR-JfAmEL,MC-001438-SWHw,ACH-001438,rna,,,True,BROAD,
PR-jFV4Jb,MC-000664-F5u7,ACH-000664,rna,,,False,BROAD,
PR-JFxpSB,MC-000314-lK8m,ACH-000314,wgs,,NOVA_SEQ_6000,,BROAD,
PR-jGkzxR,MC-001163-vV3z,ACH-001163,wes,AGILENT,,,BROAD,
PR-jGtun6,MC-001694-EG4Q,ACH-001694,rna,,,True,BROAD,True
PR-Jgwbfp,MC-000785-IXI3,ACH-000785,rna,,,False,BROAD,
PR-jHjPma,MC-000976-uaCl,ACH-000976,rna,,,False,BROAD,
PR-jhmhyz,MC-002794-62RZ,ACH-002794,wgs,,,,BROAD,
PR-jhR7Fa,MC-000807-JcJt,ACH-000807,wes,AGILENT,,,BROAD,
PR-jI7d91,MC-001569-3Qgz,ACH-001569,rna,,,True,BROAD,True
PR-jIagdM,MC-000822-KyYt,ACH-000822,wes,AGILENT,,,SANGER,
PR-jIbcm8,MC-000003-DWgN,ACH-000003,rna,,,False,BROAD,
PR-jIMJXk,MC-000464-YDMd,ACH-000464,wes,AGILENT,,,SANGER,
PR-JImvdF,MC-002463-lGXh,ACH-002463,wes,ICE,,,BROAD,True
PR-JiufD2,MC-002001-n8MQ,ACH-002001,wgs,,NOVA_SEQ_6000,,BROAD,
PR-JIWarm,MC-001127-UPy1,ACH-001127,wes,AGILENT,,,SANGER,
PR-JjCrR3,MC-000734-gBsJ,ACH-000734,wes,AGILENT,,,BROAD,
PR-JjObZD,MC-000345-oSi2,ACH-000345,wes,AGILENT,,,BROAD,
PR-JJP9Vp,MC-000770-fBLS,ACH-000770,rna,,,False,BROAD,
PR-JJZgHy,MC-000792-V2Ue,ACH-000792,wgs,,,,BROAD,
PR-JkhZZD,MC-002470-jLTx,ACH-002470,rna,,NOVA_SEQ_6000,True,BROAD,
PR-jkJgrz,MC-000097-qJSn,ACH-000097,rna,,,False,BROAD,
PR-jL0LWf,MC-001509-3x7y,ACH-001509,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-jL737O,MC-002654-HZBL,ACH-002654,rna,,,True,BROAD,
PR-JlGUxm,MC-001106-BKoT,ACH-001106,wes,AGILENT,,,BROAD,
PR-jlPc3h,MC-001672-NHzN,ACH-001672,wes,ICE,,,BROAD,
PR-JLqFyB,MC-001336-Y0Qd,ACH-001336,wes,ICE,,,BROAD,True
PR-jLWDOq,MC-000806-pQw5,ACH-000806,wes,AGILENT,,,SANGER,
PR-JLWxbY,MC-000158-KWQI,ACH-000158,rna,,,False,BROAD,
PR-JM2KCk,MC-000324-UzZP,ACH-000324,rna,,,False,BROAD,
PR-jMdExQ,MC-000397-V3gM,ACH-000397,wes,AGILENT,,,BROAD,
PR-JMlc5k,MC-000650-M9Ln,ACH-000650,rna,,,False,BROAD,
PR-JMz6wX,MC-001526-Y6x6,ACH-001526,wes,AGILENT,,,SANGER,
PR-JNsJI1,MC-001671-8E16,ACH-001671,wgs,,NOVA_SEQ_6000,,BROAD,
PR-jo1gJI,MC-002159-nQYI,ACH-002159,wes,AGILENT,,,SANGER,
PR-JOlhYh,MC-002011-gwcQ,ACH-002011,wes,ICE,,,BROAD,True
PR-jonoJG,MC-000439-NHr9,ACH-000439,wgs,,NOVA_SEQ_6000,,BROAD,
PR-JoSIPF,MC-000557-cEXn,ACH-000557,rna,,,False,BROAD,
PR-JoZpBZ,MC-002706-cF0q,ACH-002706,wgs,,,,BROAD,
PR-jp8FU0,MC-002108-sfPB,ACH-002108,wes,AGILENT,,,SANGER,
PR-jPFk8p,MC-000640-6tDp,ACH-000640,wes,AGILENT,,,SANGER,
PR-JPWthD,MC-001981-7Odr,ACH-001981,rna,,,True,BROAD,
PR-JQ1rzX,MC-001300-8ioY,ACH-001300,rna,,,True,BROAD,True
PR-Jqb8cS,MC-000771-lGmR,ACH-000771,rna,,,False,BROAD,
PR-jQda9g,MC-001197-u3xl,ACH-001197,rna,,,True,BROAD,True
PR-jQHK6a,MC-000275-IQdW,ACH-000275,rna,,,False,BROAD,
PR-JQtN4F,MC-002339-1uvq,ACH-002339,wes,AGILENT,,,SANGER,
PR-JroBPO,MC-000094-AOIW,ACH-000094,wes,AGILENT,,,SANGER,
PR-Js1Maa,MC-000554-CtOe,ACH-000554,wes,AGILENT,,,SANGER,
PR-jsclGh,MC-000125-tLIF,ACH-000125,rna,,,False,BROAD,
PR-jSG90W,MC-002171-Awo5,ACH-002171,wes,AGILENT,,,SANGER,
PR-jsJhgm,MC-000561-m7ap,ACH-000561,rna,,,False,BROAD,
PR-jSRrFC,MC-001355-MtE7,ACH-001355,wes,AGILENT,,,SANGER,
PR-JSUJXv,MC-000035-aT3G,ACH-000035,wgs,,,,BROAD,
PR-Jt5ZBG,MC-002438-Fyw5,ACH-002438,wgs,,NOVA_SEQ_6000,,BROAD,
PR-jtAaQ5,MC-000885-jOR3,ACH-000885,wes,AGILENT,,,SANGER,
PR-JToJzQ,MC-002350-0tII,ACH-002350,wes,AGILENT,,,SANGER,
PR-jtwYoH,MC-001861-0lWH,ACH-001861,rna,,,True,BROAD,True
PR-JtY4aG,MC-000200-pE94,ACH-000200,wes,ICE,,,BROAD,
PR-jU9Qik,MC-002347-yP60,ACH-002347,wes,AGILENT,,,SANGER,
PR-juL6zA,MC-000283-v96S,ACH-000283,rna,,,False,BROAD,
PR-JUsImc,MC-000592-RBCT,ACH-000592,rna,,,False,BROAD,
PR-juxHEd,MC-002467-V3Px,ACH-002467,rna,,,True,BROAD,True
PR-JUyl3z,MC-000555-Yc4b,ACH-000555,wes,AGILENT,,,SANGER,
PR-JuZE1l,MC-000163-SnsT,ACH-000163,wes,AGILENT,,,BROAD,
PR-jVbHsl,MC-000620-sZdG,ACH-000620,rna,,,False,BROAD,
PR-jvC6UX,MC-000572-ugKw,ACH-000572,rna,,,False,BROAD,
PR-JVQxPE,MC-000444-lwIE,ACH-000444,wgs,,,,BROAD,
PR-jVSw8t,MC-002306-bwiR,ACH-002306,wes,AGILENT,,,SANGER,
PR-jvsZI3,MC-001490-n9xE,ACH-001490,wes,AGILENT,,,SANGER,
PR-JWMTAX,MC-002379-gwTy,ACH-002379,wes,AGILENT,,,SANGER,
PR-JWn3XA,MC-000455-QvVM,ACH-000455,rna,,,True,BROAD,
PR-jxcWCl,MC-000418-yD17,ACH-000418,wes,AGILENT,,,BROAD,
PR-jXeXvf,MC-000841-bBw4,ACH-000841,wes,ICE,,,BROAD,
PR-JxUrlU,MC-002050-POku,ACH-002050,rna,,,True,BROAD,
PR-JxzNBd,MC-000431-ATIc,ACH-000431,rna,,,False,BROAD,
PR-jY2rQ7,MC-000298-MmVL,ACH-000298,rna,,,False,BROAD,
PR-jY5o2l,MC-000503-KJA2,ACH-000503,rna,,,False,BROAD,
PR-JYaayr,MC-001619-IR6I,ACH-001619,rna,,,True,BROAD,True
PR-JybGuH,MC-000673-RSQe,ACH-000673,rna,,,False,BROAD,
PR-jYCMWD,MC-000551-DKoh,ACH-000551,rna,,,False,BROAD,
PR-JYetfI,MC-000483-toXy,ACH-000483,rna,,,False,BROAD,
PR-jyEzcx,MC-000752-RdcJ,ACH-000752,wgs,,,,BROAD,
PR-jYi9Pb,MC-000113-1t5g,ACH-000113,rna,,,False,BROAD,
PR-JyiOtL,MC-001183-ZbQP,ACH-001183,wgs,,NOVA_SEQ_6000,,BROAD,
PR-jYsqkj,MC-000689-cDRv,ACH-000689,rna,,,False,BROAD,
PR-jYUa5D,MC-000668-rT7J,ACH-000668,rna,,,False,BROAD,
PR-jYuKAf,MC-000527-f2HC,ACH-000527,rna,,,False,BROAD,
PR-JZDjEe,MC-000758-1YGh,ACH-000758,wgs,,,,BROAD,
PR-k0J8JP,MC-000931-3a7D,ACH-000931,rna,,,True,BROAD,
PR-K0KOcW,MC-000152-1q87,ACH-000152,wgs,,NOVA_SEQ_6000,,BROAD,
PR-K0RrWv,MC-000437-PETQ,ACH-000437,rna,,,False,BROAD,
PR-k2Nrz8,MC-000481-45N2,ACH-000481,wes,ICE,,,BROAD,
PR-K3ZapP,MC-001109-JbTP,ACH-001109,rna,,,False,BROAD,
PR-K3zX9w,MC-001685-vgiS,ACH-001685,wgs,,NOVA_SEQ_6000,,BROAD,
PR-k4G78U,MC-000906-Gjr3,ACH-000906,wes,AGILENT,,,SANGER,
PR-K4GcyS,MC-000974-UjmW,ACH-000974,wgs,,,,BROAD,
PR-K4GgIa,MC-000633-VnoS,ACH-000633,wes,AGILENT,,,SANGER,
PR-k4hRnW,MC-000107-e6AU,ACH-000107,wes,AGILENT,,,SANGER,
PR-k5CObx,MC-000196-sKap,ACH-000196,wgs,,,,BROAD,
PR-K5EUMa,MC-000458-xKvR,ACH-000458,wes,ICE,,,BROAD,
PR-k6mCjA,MC-000152-QYcw,ACH-000152,wes,ICE,,,BROAD,
PR-k7cPvp,MC-001521-otPk,ACH-001521,rna,,,True,BROAD,True
PR-K7DgFj,MC-000399-D5lM,ACH-000399,wgs,,,,BROAD,
PR-K7jU73,MC-000770-CUBM,ACH-000770,wes,AGILENT,,,SANGER,
PR-k85cfM,MC-002784-wakk,ACH-002784,wgs,,,,BROAD,
PR-K8jbg4,MC-001363-WS4e,ACH-001363,wes,AGILENT,,,SANGER,
PR-K9Bi2i,MC-001609-ziwW,ACH-001609,wgs,,NOVA_SEQ_6000,,BROAD,
PR-kae4Ed,MC-000031-htZU,ACH-000031,rna,,,False,BROAD,
PR-KaeQoW,MC-002117-Q42D,ACH-002117,wes,AGILENT,,,SANGER,
PR-Kaer3I,MC-000183-QKEz,ACH-000183,wes,AGILENT,,,SANGER,
PR-KAjQ0y,MC-000944-LNJm,ACH-000944,wes,AGILENT,,,SANGER,
PR-KAmnin,MC-000847-1a8G,ACH-000847,rna,,,False,BROAD,
PR-KAyk1e,MC-002104-mUIH,ACH-002104,wes,AGILENT,,,SANGER,
PR-kBIgYH,MC-002465-1j4t,ACH-002465,rna,,,True,BROAD,True
PR-KcD8qD,MC-000429-gjoP,ACH-000429,wgs,,,,BROAD,
PR-KChA0v,MC-000602-uVHZ,ACH-000602,rna,,,False,BROAD,
PR-KcHKzT,MC-002205-i4u1,ACH-002205,wes,AGILENT,,,SANGER,
PR-kcL5s5,MC-000906-1Vg7,ACH-000906,wgs,,,,BROAD,
PR-kcqeyj,MC-001767-TReB,ACH-001767,wes,ICE,,,BROAD,
PR-kCzPyo,MC-000747-stgN,ACH-000747,rna,,,False,BROAD,
PR-kdCPJy,MC-000751-Qsiq,ACH-000751,wes,AGILENT,,,SANGER,
PR-kdeNGD,MC-001400-xyWT,ACH-001400,wgs,,,,BROAD,True
PR-kdiC2F,MC-001699-TiNC,ACH-001699,wes,ICE,,,BROAD,True
PR-kdOuZg,MC-000870-oAzK,ACH-000870,wgs,,,,BROAD,
PR-KdzdLk,MC-001278-XOlL,ACH-001278,rna,,,True,BROAD,True
PR-keaU9c,MC-000098-QY0Z,ACH-000098,wes,AGILENT,,,SANGER,
PR-KeeVHg,MC-000415-LtPG,ACH-000415,wes,AGILENT,,,BROAD,
PR-kehIph,MC-000820-TEES,ACH-000820,rna,,,False,BROAD,
PR-KeLeDP,MC-000407-MQcN,ACH-000407,rna,,,False,BROAD,
PR-kERVrz,MC-000236-uqKV,ACH-000236,wes,AGILENT,,,SANGER,
PR-kEWjFH,MC-000787-eQaU,ACH-000787,wes,AGILENT,,,SANGER,
PR-kFAA0q,MC-002380-ahQm,ACH-002380,wes,AGILENT,,,SANGER,
PR-KfC5sa,MC-000748-KR9M,ACH-000748,wes,AGILENT,,,SANGER,
PR-kFdiwY,MC-001523-EZfZ,ACH-001523,wes,ICE,,,BROAD,True
PR-KfGlp0,MC-000478-mPIr,ACH-000478,wgs,,,,BROAD,
PR-kFkV6M,MC-000104-UvFa,ACH-000104,rna,,,False,BROAD,
PR-KFM9lV,MC-002279-VFQf,ACH-002279,wes,AGILENT,,,SANGER,
PR-KFQhY1,MC-000842-yIGU,ACH-000842,wgs,,,,BROAD,
PR-KgoxFX,MC-001002-6CvH,ACH-001002,wes,AGILENT,,,SANGER,
PR-kGvQeG,MC-001573-Kzh2,ACH-001573,rna,,,True,BROAD,True
PR-kGWDgS,MC-002795-z3lI,ACH-002795,wgs,,NOVA_SEQ_6000,,BROAD,
PR-kgYJ5d,MC-000874-ySU0,ACH-000874,wes,AGILENT,,,SANGER,
PR-Kh1iW2,MC-001485-Qw1Y,ACH-001485,wes,ICE,,,BROAD,True
PR-KhMQv7,MC-000349-Wfja,ACH-000349,rna,,,False,BROAD,
PR-kHWr8R,MC-000572-yFVA,ACH-000572,wes,AGILENT,,,SANGER,
PR-kiBk5e,MC-000728-MrCh,ACH-000728,rna,,,False,BROAD,
PR-kj5h82,MC-000718-EHx2,ACH-000718,rna,,,False,BROAD,
PR-KJ5osl,MC-001341-gFHa,ACH-001341,rna,,,True,BROAD,True
PR-KJ5TCg,MC-000451-ikjy,ACH-000451,rna,,,False,BROAD,
PR-KJHVYR,MC-002843-fCrt,ACH-002843,wgs,,,,BROAD,
PR-KJlrRh,MC-000837-Of3x,ACH-000837,wes,AGILENT,,,SANGER,
PR-KjmX3f,MC-000537-uVHC,ACH-000537,rna,,,False,BROAD,
PR-kJNOeS,MC-000670-fvgh,ACH-000670,wgs,,,,BROAD,
PR-kjZ5VU,MC-000969-drm8,ACH-000969,rna,,,False,BROAD,
PR-kka0OO,MC-003430-4typ,ACH-003430,wes,ICE,,,BROAD,
PR-KkCq6r,MC-001449-rTVx,ACH-001449,wes,ICE,,,BROAD,
PR-KKo7wL,MC-000200-pE94,ACH-000200,rna,,,False,BROAD,
PR-KktycR,MC-000533-fYvG,ACH-000533,wgs,,NOVA_SEQ_6000,,BROAD,
PR-kkVXF8,MC-000321-v6tA,ACH-000321,rna,,,False,BROAD,
PR-kl468e,MC-000873-pFjX,ACH-000873,rna,,,False,BROAD,
PR-kL47E1,MC-002282-9lPy,ACH-002282,wes,AGILENT,,,SANGER,
PR-kmc4Ev,MC-000206-Jmpg,ACH-000206,wgs,,NOVA_SEQ_6000,,BROAD,
PR-KmlYch,MC-000326-kma2,ACH-000326,rna,,,False,BROAD,
PR-Kmo37M,MC-000938-Syvo,ACH-000938,rna,,,False,BROAD,
PR-kmqlJn,MC-000360-1krl,ACH-000360,wes,AGILENT,,,SANGER,
PR-KMtCQx,MC-000268-RcWD,ACH-000268,rna,,,False,BROAD,
PR-kNeHN4,MC-001702-d1DG,ACH-001702,rna,,,True,BROAD,True
PR-KniNF4,MC-003269-Y0F3,ACH-003269,rna,,,True,BROAD,
PR-knNKly,MC-000187-SwRX,ACH-000187,wes,AGILENT,,,SANGER,
PR-kNQIku,MC-001861-AxLA,ACH-001861,wes,AGILENT,,,SANGER,
PR-kNTLWN,MC-001622-QSPg,ACH-001622,rna,,,True,BROAD,True
PR-KnZ4MA,MC-000685-W4mj,ACH-000685,wes,AGILENT,,,BROAD,
PR-KO5T22,MC-002524-ZbQT,ACH-002524,rna,,,True,BROAD,
PR-Ko7qop,MC-002024-AOt6,ACH-002024,wes,ICE,,,BROAD,True
PR-ko8bDr,MC-000662-xLOJ,ACH-000662,wgs,,,,BROAD,
PR-ko9wUu,MC-000567-1IeE,ACH-000567,wes,AGILENT,,,SANGER,
PR-kOBSRv,MC-001619-IR6I,ACH-001619,wes,ICE,,,BROAD,True
PR-kOG4Da,MC-000306-7jQ1,ACH-000306,rna,,,False,BROAD,
PR-Koodhd,MC-002040-Vllp,ACH-002040,rna,,,True,BROAD,True
PR-koOM8l,MC-003476-Y4F6,ACH-003476,wes,ICE,HISEQ_4000,,BROAD,
PR-KOoRzM,MC-000302-TT0u,ACH-000302,wes,AGILENT,,,BROAD,
PR-KPBwzL,MC-001395-yQwP,ACH-001395,wgs,,,,BROAD,True
PR-kpBxri,MC-000103-KfEO,ACH-000103,rna,,,False,BROAD,
PR-KPFNpX,MC-002366-76z8,ACH-002366,wes,AGILENT,,,SANGER,
PR-kPl0Je,MC-001277-fbAy,ACH-001277,wes,ICE,,,BROAD,True
PR-KpLx5V,MC-000201-rUIL,ACH-000201,wes,AGILENT,,,BROAD,
PR-KPo77d,MC-002795-z3lI,ACH-002795,rna,,NOVA_SEQ_6000,True,BROAD,
PR-KpSPQh,MC-000744-mCbj,ACH-000744,rna,,,False,BROAD,
PR-KQ9B2h,MC-000977-eAUW,ACH-000977,rna,,,False,BROAD,
PR-kQWnuO,MC-000764-6dKs,ACH-000764,rna,,,False,BROAD,
PR-KqYA8l,MC-000762-wXHU,ACH-000762,rna,,,False,BROAD,
PR-kQzAC5,MC-000849-k9Oq,ACH-000849,wes,AGILENT,,,SANGER,
PR-KR7GjG,MC-000717-VYb0,ACH-000717,wes,AGILENT,,,SANGER,
PR-kRoBoc,MC-000062-eiDD,ACH-000062,rna,,,False,BROAD,
PR-kRqGcx,MC-000921-P628,ACH-000921,wgs,,,,BROAD,
PR-krQKxB,MC-000267-t8XB,ACH-000267,rna,,,False,BROAD,
PR-kRtxhU,MC-000146-cqxn,ACH-000146,wgs,,,,BROAD,
PR-krXeDW,MC-003181-pqth,ACH-003181,rna,,NOVA_SEQ_6000,True,BROAD,
PR-kS7v17,MC-000338-pAyK,ACH-000338,rna,,,False,BROAD,
PR-KsTFT1,MC-000436-76Cr,ACH-000436,wes,ICE,,,BROAD,
PR-kSuyzj,MC-000410-oWwG,ACH-000410,wes,ICE,,,BROAD,
PR-ktBnpW,MC-001519-bkMC,ACH-001519,rna,,,True,BROAD,True
PR-kTHvaf,MC-000776-SLwx,ACH-000776,wes,AGILENT,,,SANGER,
PR-ktkgBR,MC-002218-Kljb,ACH-002218,wes,AGILENT,,,SANGER,
PR-ktQIpp,MC-000692-bV06,ACH-000692,wes,AGILENT,,,BROAD,
PR-ktQXdu,MC-000825-rKGp,ACH-000825,wes,AGILENT,,,SANGER,
PR-KtrmUu,MC-001842-XQ3q,ACH-001842,rna,,,True,BROAD,
PR-kTUf8Q,MC-002026-8SXM,ACH-002026,rna,,,True,BROAD,True
PR-kuCd2G,MC-000655-bdkQ,ACH-000655,wes,ICE,,,BROAD,
PR-KUcXKO,MC-000245-bCrH,ACH-000245,wes,AGILENT,,,SANGER,
PR-KUfCyG,MC-003472-Q1A9,ACH-003472,wes,ICE,HISEQ_4000,,BROAD,
PR-kumi0Y,MC-000364-NOKW,ACH-000364,rna,,,False,BROAD,
PR-kuOzy5,MC-001685-vgiS,ACH-001685,wes,ICE,,,BROAD,True
PR-kuQnIb,MC-000695-Lo1r,ACH-000695,wes,ICE,,,BROAD,
PR-KvICaQ,MC-001454-oIL3,ACH-001454,wes,ICE,,,BROAD,True
PR-KVjmae,MC-001279-kkMm,ACH-001279,rna,,,True,BROAD,True
PR-KvqyEp,MC-001684-y8aL,ACH-001684,rna,,NOVA_SEQ_6000,True,BROAD,
PR-KvwOoK,MC-000780-3uGU,ACH-000780,rna,,,False,BROAD,
PR-Kwf0uj,MC-000696-moRz,ACH-000696,wes,AGILENT,,,SANGER,
PR-kWGeay,MC-001645-GbnR,ACH-001645,rna,,,True,BROAD,True
PR-kwhC2j,MC-000601-0XfO,ACH-000601,wgs,,,,BROAD,
PR-KWpKHv,MC-001975-qLcp,ACH-001975,wgs,,,,BROAD,
PR-Kx27qA,MC-001038-0vXG,ACH-001038,rna,,,True,BROAD,True
PR-Kx2ZeO,MC-002653-s1pp,ACH-002653,rna,,,True,BROAD,
PR-KxbTVc,MC-000132-IVJR,ACH-000132,wes,AGILENT,,,SANGER,
PR-KxjYfi,MC-000522-7Rt7,ACH-000522,rna,,,False,BROAD,
PR-KxMRtA,MC-000281-dV9B,ACH-000281,wes,AGILENT,,,BROAD,
PR-kxQdo2,MC-002528-m6by,ACH-002528,wgs,,NOVA_SEQ_6000,,BROAD,
PR-kXQqUL,MC-000424-VRxU,ACH-000424,rna,,,False,BROAD,
PR-KxrKOR,MC-002651-HWTI,ACH-002651,wgs,,,,BROAD,
PR-kXsmMs,MC-001366-orHv,ACH-001366,wes,ICE,,,BROAD,True
PR-KyByNY,MC-002291-IV3B,ACH-002291,wes,AGILENT,,,SANGER,
PR-KYeoP9,MC-000048-ByXu,ACH-000048,wgs,,NOVA_SEQ_6000,,BROAD,
PR-kyhOao,MC-000232-q940,ACH-000232,wgs,,,,BROAD,
PR-KYN314,MC-000631-vlp5,ACH-000631,rna,,,False,BROAD,
PR-kYV614,MC-001654-bKPM,ACH-001654,wes,ICE,,,BROAD,True
PR-KYx8aG,MC-000267-j62b,ACH-000267,wes,AGILENT,,,SANGER,
PR-KYxq2O,MC-000892-D2PY,ACH-000892,wes,AGILENT,,,SANGER,
PR-Kz3B24,MC-001515-hQCS,ACH-001515,wes,ICE,,,BROAD,True
PR-KZi9zg,MC-002471-uRkn,ACH-002471,wgs,,,,BROAD,
PR-kzQOM2,MC-002942-F2Y4,ACH-002942,rna,,,True,BROAD,
PR-L0Yely,MC-000485-p85M,ACH-000485,wes,AGILENT,,,BROAD,
PR-L1dOGo,MC-000371-dVDN,ACH-000371,wes,AGILENT,,,SANGER,
PR-l1KgW6,MC-000245-yISu,ACH-000245,wes,AGILENT,,,BROAD,
PR-L20QEq,MC-002927-K9as,ACH-002927,wgs,,,,BROAD,
PR-L2ABsw,MC-001751-oEWE,ACH-001751,wes,ICE,,,BROAD,True
PR-l2porG,MC-001054-Azxo,ACH-001054,wes,ICE,,,BROAD,True
PR-l2ZXB8,MC-001200-sM9G,ACH-001200,rna,,,False,BROAD,
PR-L3FIui,MC-000299-oIsc,ACH-000299,wgs,,NOVA_SEQ_6000,,BROAD,
PR-L3QLdq,MC-000809-3ot9,ACH-000809,wes,AGILENT,,,SANGER,
PR-L3V7if,MC-000753-DxZw,ACH-000753,rna,,,False,BROAD,
PR-L4aIPw,MC-000221-ha4a,ACH-000221,wes,ICE,,,BROAD,
PR-l4fS8L,MC-000727-l8XD,ACH-000727,wes,AGILENT,,,SANGER,
PR-L4HquK,MC-002668-UVjt,ACH-002668,rna,,,True,BROAD,
PR-L4JGxA,MC-000075-diaC,ACH-000075,wes,AGILENT,,,SANGER,
PR-l4NGGv,MC-002465-1j4t,ACH-002465,wgs,,,,BROAD,True
PR-L5V3oJ,MC-000103-WPPc,ACH-000103,wes,AGILENT,,,SANGER,
PR-l6NjDm,MC-000015-jbp5,ACH-000015,wes,AGILENT,,,SANGER,
PR-l6SnQj,MC-001978-f3Mf,ACH-001978,rna,,,True,BROAD,
PR-L72CrI,MC-003149-Z3Wl,ACH-003149,rna,,NOVA_SEQ_6000,True,BROAD,
PR-l7Jg3t,MC-000427-fGvH,ACH-000427,rna,,,False,BROAD,
PR-L7jPvC,MC-000421-WmSt,ACH-000421,rna,,,False,BROAD,
PR-L7L0jx,MC-001795-P5GZ,ACH-001795,wes,ICE,,,BROAD,
PR-L7mR5L,MC-000852-H6cT,ACH-000852,wes,AGILENT,,,SANGER,
PR-L7QvCt,MC-003120-A7bm,ACH-003120,wgs,,NOVA_SEQ_6000,,BROAD,
PR-l8Di5B,MC-000638-57ZX,ACH-000638,rna,,,False,BROAD,
PR-l8k3YP,MC-001562-lvLb,ACH-001562,wes,ICE,,,BROAD,True
PR-LBDu2l,MC-001373-janw,ACH-001373,wes,ICE,,,BROAD,True
PR-lbGO9F,MC-000796-MvBN,ACH-000796,rna,,,False,BROAD,
PR-LBnrNX,MC-000988-YnfA,ACH-000988,wgs,,,,BROAD,
PR-Lc7rO4,MC-000376-a8Ey,ACH-000376,wes,AGILENT,,,SANGER,
PR-lcaBsl,MC-000477-pmML,ACH-000477,rna,,,False,BROAD,
PR-LccvHb,MC-001390-SOLL,ACH-001390,wes,ICE,,,BROAD,True
PR-lCk8Gk,MC-000977-eAUW,ACH-000977,wes,AGILENT,,,BROAD,
PR-LcLyDt,MC-000456-4zaf,ACH-000456,wgs,,,,BROAD,
PR-LD8ryu,MC-000746-HhfN,ACH-000746,rna,,,False,BROAD,
PR-ldkjkp,MC-000084-JWzO,ACH-000084,rna,,,False,BROAD,
PR-LDldeF,MC-001029-lvBN,ACH-001029,rna,,,True,BROAD,
PR-LDoCZe,MC-000412-dhsP,ACH-000412,rna,,,False,BROAD,
PR-LDzg6K,MC-000145-3ydU,ACH-000145,rna,,,False,BROAD,
PR-leaaZd,MC-002183-GBc7,ACH-002183,wes,AGILENT,,,SANGER,
PR-lEh8P5,MC-003161-GUUY,ACH-003161,rna,,NOVA_SEQ_6000,True,BROAD,
PR-LfrPBd,MC-001392-ka56,ACH-001392,wes,ICE,,,BROAD,True
PR-LfW3kz,MC-000625-ENPZ,ACH-000625,rna,,,False,BROAD,
PR-LgFEBI,MC-002163-f8Kb,ACH-002163,wes,AGILENT,,,SANGER,
PR-LgiHjm,MC-001206-stHL,ACH-001206,wes,AGILENT,,,BROAD,
PR-lh4UtC,MC-000312-oMfE,ACH-000312,rna,,,False,BROAD,
PR-lhMBt6,MC-001949-eXWn,ACH-001949,wgs,,,,BROAD,
PR-lipqdd,MC-000341-URnG,ACH-000341,wgs,,,,BROAD,
PR-lITBRR,MC-001318-etC9,ACH-001318,wes,AGILENT,,,BROAD,
PR-lj2b9S,MC-002278-4i7x,ACH-002278,wes,AGILENT,,,SANGER,
PR-lJ2Tej,MC-002787-1SfB,ACH-002787,wgs,,,,BROAD,
PR-lJ66JC,MC-000898-mg3e,ACH-000898,wes,AGILENT,,,BROAD,
